City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,raja sansi,31.7192,74.7978,12.99,94,100,2.06,IN,1674619613
367,bahia de caraquez,-0.6,-80.4167,26.1,84,86,3.39,EC,1674619614
368,kaura namoda,12.5898,6.5779,21.17,18,27,4.31,NG,1674619614
369,touros,-5.1989,-35.4608,25.52,73,4,3.82,BR,1674619299
370,poya,-21.35,165.15,29.81,72,30,2.45,NC,1674619615
371,vanimo,-2.6741,141.3028,29.54,66,98,3.27,PG,1674619616
372,inuvik,68.3499,-133.7218,-17.95,98,100,2.24,CA,1674619616
373,marsaxlokk,35.8419,14.5431,10.6,81,20,3.09,MT,1674619617
374,stonewall,50.1344,-97.3268,-15.72,96,27,3.3,CA,1674619618
375,voh,-20.9667,164.7,29.69,73,35,1.64,NC,1674619618
376,belle fourche,44.6714,-103.8522,0.6,83,70,6.63,US,1674619619
377,japura,-0.3167,102.35,27.55,69,100,2.66,ID,1674619619
378,kulhudhuffushi,6.6221,73.07,26.67,77,97,5.45,MV,1674619620
379,boldumsaz,42.1282,59.671,-9.03,65,100,1.18,TM,1674619621
380,kamenka,51.3223,42.7678,-10.4,89,15,1.92,RU,1674619621
381,quezon,7.7303,125.0989,24.61,78,100,3.67,PH,1674619622
382,dembi dolo,8.5333,34.8,16.12,44,16,1.81,ET,1674619623
383,surandai,8.9667,77.4,24.6,65,22,3.06,IN,1674619624
384,southbridge,42.0751,-72.0334,1.07,87,35,0.45,US,1674619625
385,fukue,32.6881,128.8419,2.05,59,100,5.73,JP,1674619626
386,lebedinyy,58.5167,125.5167,-30.56,87,100,0.97,RU,1674619610
387,nioro,13.35,-15.75,21.31,62,88,2.2,GM,1674619627
388,ulladulla,-35.35,150.4667,25.48,62,4,5.64,AU,1674619628
389,susangerd,31.5608,48.1831,11.91,59,0,0.8,IR,1674619628
390,arona,28.0996,-16.681,14.35,58,20,5.66,ES,1674619518
391,tupi paulista,-21.3811,-51.5706,23.22,83,28,2.35,BR,1674619630
392,westport,41.1415,-73.3579,3.99,63,0,2.06,US,1674619440
393,caravelas,-17.7125,-39.2481,25.21,88,100,4.13,BR,1674619631
394,kropotkin,45.4375,40.5756,-1.07,84,5,4.2,RU,1674619632
395,melville,40.7934,-73.4151,4.31,61,20,2.57,US,1674619633
396,simdega,22.6167,84.5167,24.67,23,8,1.16,IN,1674619634
397,laurel,39.0993,-76.8483,4.24,75,0,1.54,US,1674619634
398,bognor regis,50.7821,-0.6798,3.39,91,40,2.03,GB,1674619635
399,tagusao,9.1924,117.8141,28.62,64,81,3.47,PH,1674619636
400,shahpur,16.7,76.8333,23.26,49,30,6.48,IN,1674619636
401,bandarbeyla,9.4942,50.8122,24.54,67,71,7.28,SO,1674619637
402,haines junction,60.7522,-137.5108,-7.32,98,99,1.6,CA,1674619638
403,asau,46.4333,26.4,-2.49,90,86,1.35,RO,1674619639
404,san joaquin,37.9333,-121.3011,9.09,71,0,1.54,US,1674619640
405,kigoma,-4.8769,29.6267,21.64,83,100,1.11,TZ,1674619640
406,puerto narino,-3.7703,-70.3831,21.94,99,84,0.79,CO,1674619641
407,samana,19.2056,-69.3369,23.29,78,7,3.95,DO,1674619642
408,sinegorye,62.0788,150.477,-29.53,97,100,0.97,RU,1674619642
409,srednekolymsk,67.45,153.6833,-29.58,92,100,1.17,RU,1674619641
410,nago,26.5881,127.9761,14.24,68,100,5.58,JP,1674619441
411,mednogorskiy,43.9178,41.1825,0.31,60,1,1.49,RU,1674619644
412,clyde river,70.4692,-68.5914,-31.18,93,100,0.86,CA,1674619634
413,manta,-0.95,-80.7333,25.88,78,75,3.09,EC,1674619645
414,esso,55.9333,158.7,-16.47,100,100,2.08,RU,1674619646
415,yuli,9.6989,10.2744,21.38,19,58,2.74,NG,1674619647
416,beatrice,40.2681,-96.747,0.05,100,100,2.57,US,1674619648
417,yatou,37.15,122.3833,-5.11,57,11,4.9,CN,1674619649
418,marawi,7.9986,124.2928,21.94,84,100,2.56,PH,1674619552
419,plouzane,48.3833,-4.6167,5.1,81,100,3.09,FR,1674619650
420,verkhnyaya inta,65.9811,60.3094,-10.49,91,100,9.38,RU,1674619651
421,akhnur,32.8667,74.7333,11.76,83,54,2.32,IN,1674619651
422,contamana,-7.3333,-75.0167,24.14,76,38,1.95,PE,1674619652
423,miramar,25.9873,-80.2323,24.44,82,75,6.17,US,1674619652
424,nemuro,43.3236,145.575,-9.86,59,45,12.53,JP,1674619653
425,lahad datu,5.0268,118.327,27.17,85,79,0.95,MY,1674619654
426,olhao,37.0286,-7.8411,6.94,63,0,5.14,PT,1674619655
427,mon,26.75,95.1,21.58,37,10,1.69,IN,1674619655
428,ulaangom,49.9811,92.0667,-23.44,95,100,0.66,MN,1674619656
429,listvyanskiy,54.4399,83.4984,-13.53,95,100,4.29,RU,1674619657
430,tabou,4.423,-7.3528,25.34,86,23,1.41,CI,1674619657
431,jianhu,29.9799,120.5712,-0.03,21,1,1.68,CN,1674619658
432,kyra,49.5776,111.9753,-19.27,75,18,1.67,RU,1674619658
433,sal rei,16.1833,-22.9167,20.68,67,69,2.84,CV,1674619659
434,hulshout,51.0757,4.7945,0.55,87,14,1.79,BE,1674619659
435,rawlins,41.7911,-107.2387,-11.06,79,100,3.58,US,1674619660
436,benjamin constant,-4.3831,-70.0311,24.07,99,95,1.04,BR,1674619661
437,huilong,31.8111,121.655,2.74,48,31,0.78,CN,1674619661
438,sorland,67.667,12.6934,6.92,93,100,11.99,NO,1674619662
439,mangrol,21.1167,70.1167,17.64,46,0,6.76,IN,1674619435
440,ostrovnoy,68.0531,39.5131,-4.28,86,100,11.22,RU,1674619663
441,batamshinskiy,50.5594,58.2747,-15.53,95,33,3.54,KZ,1674619664
442,iquitos,-3.7481,-73.2472,23.02,94,75,0.0,PE,1674619555
443,soubre,5.7856,-6.6083,22.43,97,30,1.05,CI,1674619665
444,rey bouba,8.6724,14.1786,22.27,22,57,1.16,CM,1674619666
445,ixtapa,20.7,-105.2,21.57,78,0,1.54,MX,1674619666
446,husavik,66.0449,-17.3389,1.06,96,100,9.78,IS,1674619549
447,luanda,-8.8368,13.2343,25.0,78,75,2.57,AO,1674619512
448,kjollefjord,70.9457,27.3465,1.03,100,100,6.17,NO,1674619668
449,sorong,-0.8833,131.25,28.93,68,100,2.38,ID,1674619668
450,pinega,64.7001,43.3936,-5.42,92,100,4.98,RU,1674619669
451,great yarmouth,52.6083,1.7305,2.79,91,7,3.57,GB,1674619669
452,olafsvik,64.8945,-23.7142,0.34,76,89,9.95,IS,1674619670
453,roma,43.2128,-75.4557,-0.27,86,0,2.06,US,1674619671
454,bairiki,1.3292,172.9752,29.0,74,75,5.14,KI,1674619583
455,pisco,-13.7,-76.2167,21.03,83,0,2.57,PE,1674619672
456,sovetskiy,61.3614,63.5842,-10.99,91,84,4.29,RU,1674619672
457,aloleng,16.1307,119.7824,28.4,50,87,5.87,PH,1674619673
458,hammerfest,70.6634,23.6821,1.25,93,75,6.17,NO,1674619674
459,hambantota,6.1241,81.1185,26.19,83,20,3.09,LK,1674619563
460,acarau,-2.8856,-40.12,24.58,86,13,2.34,BR,1674619675
461,shagonar,51.5333,92.8,-22.62,93,100,0.09,RU,1674619676
462,surovikino,48.6078,42.8486,-8.26,84,11,2.43,RU,1674619677
463,petatlan,17.5167,-101.2667,21.7,62,0,1.66,MX,1674619383
464,shawville,45.6001,-76.4827,-16.25,98,49,0.89,CA,1674619678
465,kudahuvadhoo,2.6708,72.8944,26.56,77,97,3.44,MV,1674619567
466,ishigaki,24.3448,124.1572,14.85,63,100,8.68,JP,1674619679
467,xichang,27.8964,102.2634,10.58,50,99,1.38,CN,1674619679
468,roros,62.5747,11.3842,6.91,65,100,2.57,NO,1674619680
469,tupaciguara,-18.5922,-48.705,18.88,95,100,1.59,BR,1674619681
470,nizhnevartovsk,60.9344,76.5531,-12.99,85,100,5.0,RU,1674619682
471,ambunti,-4.2365,142.8448,34.12,50,99,0.76,PG,1674619682
472,olinda,-8.0089,-34.8553,25.85,69,40,2.57,BR,1674619683
473,san juan,-31.5375,-68.5364,22.26,61,2,10.76,AR,1674619656
474,beringovskiy,63.05,179.3167,-24.33,95,88,5.77,RU,1674619685
475,anchorage,61.2181,-149.9003,6.56,63,40,10.29,US,1674619639
476,nome,64.5011,-165.4064,-21.96,64,0,4.12,US,1674619616
477,viking,53.1001,-111.7684,-3.31,86,76,4.75,CA,1674619687
478,coolum beach,-26.5333,153.1,32.41,71,88,0.45,AU,1674619688
479,tilichiki,60.4667,166.1,-11.77,81,100,4.47,RU,1674619690
480,ilhabela,-23.7781,-45.3581,23.77,89,13,1.65,BR,1674619691
481,kerman,30.2832,57.0788,-0.85,43,0,1.0,IR,1674619692
482,mega,4.05,38.3,15.4,52,75,2.99,ET,1674619693
483,bijie,27.3125,105.2942,3.65,52,14,1.69,CN,1674619694
484,kushiro,42.975,144.3747,-9.68,66,72,11.02,JP,1674619694
485,dongsheng,39.8161,109.9776,-10.63,26,100,5.82,CN,1674619695
486,coahuayana,18.7333,-103.6833,20.08,80,0,1.28,MX,1674619696
487,panguipulli,-39.6333,-72.3333,7.55,86,0,0.87,CL,1674619464
488,beloha,-25.1667,45.05,24.84,78,82,8.77,MG,1674619693
489,tarauaca,-8.1614,-70.7656,21.51,96,22,0.58,BR,1674619697
490,rochester,43.1548,-77.6156,1.16,81,100,3.6,US,1674619478
491,kalur kot,32.1564,71.2594,11.81,57,0,1.37,PK,1674619699
492,balclutha,-46.2339,169.75,17.83,68,97,2.68,NZ,1674619699
493,kodinsk,58.6881,99.1844,-25.47,98,88,0.25,RU,1674619700
494,mani,4.8172,-72.2886,25.11,57,14,2.26,CO,1674619701
495,los llanos de aridane,28.6585,-17.9182,14.86,78,100,3.6,ES,1674619589
496,tandil,-37.3217,-59.1332,12.6,82,2,4.82,AR,1674619671
497,kijang,35.2442,129.2139,-3.71,17,0,1.83,KR,1674619671
498,hobbs,32.7026,-103.136,1.48,79,100,3.6,US,1674619527
499,benghazi,32.1167,20.0667,14.33,65,93,8.61,LY,1674619540
500,otradnoye,59.7775,30.8181,0.05,94,100,4.28,RU,1674619705
501,yulara,-25.2406,130.9889,37.36,12,92,4.48,AU,1674619660
502,nara,34.6851,135.8049,1.94,39,96,5.06,JP,1674619470
503,novoagansk,61.9449,76.6625,-15.29,95,100,5.51,RU,1674619707
504,solnechnyy,50.7214,136.6319,-24.65,94,100,2.92,RU,1674619708
505,bambanglipuro,-7.95,110.2833,28.09,77,99,4.57,ID,1674619708
506,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-17.6,99,100,8.36,RU,1674619710
507,bubaque,11.2833,-15.8333,23.31,81,94,5.68,GW,1674619710
508,raudeberg,61.9875,5.1352,8.31,1,100,14.97,NO,1674619606
509,cortez,37.3489,-108.5859,-7.58,73,0,1.54,US,1674619711
510,balaka,-14.9793,34.9558,19.75,94,100,1.21,MW,1674619713
511,killybegs,54.6333,-8.45,9.36,93,100,6.75,IE,1674619713
512,qaqortoq,60.7167,-46.0333,-0.86,74,100,12.07,GL,1674619675
513,jalu,29.0331,21.5482,10.94,63,0,4.88,LY,1674619604
514,hun,29.1268,15.9477,9.7,58,0,3.63,LY,1674619653
515,zhenlai,45.8495,123.2973,-14.55,40,86,3.93,CN,1674619715
516,port keats,-14.25,129.55,28.0,80,94,2.86,AU,1674619715
517,novoseleznevo,55.6821,69.2056,-11.4,90,50,5.9,RU,1674619716
518,gunjur,13.2019,-16.7339,20.04,94,0,1.54,GM,1674619717
519,sao felix do xingu,-6.6447,-51.995,21.85,98,100,0.21,BR,1674619718
520,kargil,34.5667,76.1,-10.83,92,100,0.85,IN,1674619719
521,santa clarita,34.3917,-118.5426,14.08,32,0,2.24,US,1674619097
522,labuhan,-6.8844,112.2051,29.37,70,92,4.02,ID,1674619593
523,tromso,69.6496,18.957,0.21,93,100,4.12,NO,1674619683
524,lingao,19.9103,109.6859,17.26,64,72,7.16,CN,1674619721
525,lethem,3.3803,-59.7968,24.12,71,35,5.38,GY,1674619722
526,elizabeth city,36.2946,-76.2511,3.0,93,0,2.57,US,1674619722
527,smithers,54.7804,-127.1743,0.18,100,100,1.03,CA,1674619542
528,charcas,23.1333,-101.1167,11.88,28,0,3.96,MX,1674619723
529,omboue,-1.5746,9.2618,25.12,89,83,2.23,GA,1674619637
530,sisimiut,66.9395,-53.6735,-9.05,74,83,8.99,GL,1674619724
531,caborca,30.5838,-111.101,8.13,45,0,2.45,MX,1674619502
532,barra do garcas,-15.89,-52.2567,21.4,98,84,1.07,BR,1674619726
533,ancud,-41.8697,-73.8203,11.52,84,65,2.05,CL,1674619572
534,lashio,22.9333,97.75,22.71,27,6,0.76,MM,1674619727
535,mao,39.8885,4.2658,6.31,93,75,2.57,ES,1674619727
536,novoselitskoye,44.7508,43.4369,-2.52,93,79,4.03,RU,1674619728
537,acajutla,13.5928,-89.8275,24.63,78,14,3.93,SV,1674619729
538,bukoba,-1.3317,31.8122,19.28,81,100,1.39,TZ,1674619729
539,mogadishu,2.0371,45.3438,24.13,82,16,7.83,SO,1674619594
540,rawson,-43.3002,-65.1023,18.72,31,0,5.66,AR,1674619730
541,san quintin,30.4833,-115.95,12.87,53,17,2.3,MX,1674619619
542,padilla,3.2204,-76.3139,18.76,89,95,1.69,CO,1674619731
543,garowe,8.4054,48.4845,18.17,83,8,4.56,SO,1674619526
544,torzhok,57.0436,34.9622,-6.09,95,62,1.89,RU,1674619732
545,nizwa,22.9333,57.5333,14.47,69,0,1.18,OM,1674619673
546,parabel,58.6978,81.4825,-26.43,96,68,2.63,RU,1674619733
547,sakaiminato,35.55,133.2333,-2.04,68,100,8.04,JP,1674619734
548,washington,47.5001,-120.5015,5.54,94,99,1.16,US,1674619608
549,gayny,60.3071,54.3241,-11.78,94,100,3.91,RU,1674619736
550,timra,62.487,17.3257,-6.18,100,100,0.0,SE,1674619736
551,ontario,34.0633,-117.6509,14.15,45,20,3.13,US,1674619737
